Местное время в Иркутске (аэропорт);T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
23.10.2019 11:00;-4.8;727.2;774.7;;78;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.1;;;;;;
23.10.2019 14:00;02.апр;725.5;771.6;;46;Ветер, дующий с юго-юго-востока;2;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.2;;;;;;
23.10.2019 17:00;02.сен;724.6;770.5;;46;Ветер, дующий с юго-востока;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-7.6;;;;;;
23.10.2019 20:00;-1.3;724.4;771.1;;54;Ветер, дующий с востоко-юго-востока;1;;;100%.; ;;;;4.0;;;2500 или более, или облаков нет.;;;10.0;-9.6;;;;;;
23.10.2019 23:00;-4.4;724.2;771.4;;66;Ветер, дующий с востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-9.8;;;;;;
24.10.2019 2:00;-7.5;723.6;771.4;;86;Ветер, дующий с востока;3;;;50%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-9.5;;;;;;
24.10.2019 5:00;-9.3;723.5;771.7;;87;Ветер, дующий с востока;1;;;Облаков нет.; ;;;;;;;;;;10.0;-11.1;;;;;;
24.10.2019 8:00;-10.7;723.9;772.3;;93;Ветер, дующий с северо-востока;1;;;100%.; ;;;-10.8;;;40%.;Менее 50;;;10.0;-11.6;;;;;;
24.10.2019 14:00;05.фев;722.4;767.8;;37;Ветер, дующий с запада;1;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.3;;;;;;
24.10.2019 17:00;05.мар;721.3;766.7;;44;Ветер, дующий с юго-юго-востока;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-6.2;;;;;;
24.10.2019 20:00;0.1;721.0;767.2;;54;Ветер, дующий с востоко-юго-востока;3;;;100%.; ;;;;06.июл;;;2500 или более, или облаков нет.;;;10.0;-8.2;;;;;;
24.10.2019 23:00;-3.1;719.9;766.6;;73;Ветер, дующий с востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-7.4;;;;;;
25.10.2019 5:00;-3.9;717.8;764.5;;80;Ветер, дующий с востока;2;;;70 – 80%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-6.9;;;;;;
25.10.2019 8:00;-0.7;717.0;763.0;;83;Ветер, дующий с востоко-юго-востока;3;;;70 – 80%.; ;;;-5.6;;;;2500 или более, или облаков нет.;;;10.0;-3.2;;;;;;
25.10.2019 11:00;5.0;716.3;761.4;;63;Ветер, дующий с юго-юго-востока;6;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-1.5;;;;;;
25.10.2019 14:00;08.фев;715.0;759.5;;48;Ветер, дующий с юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-2.3;;;;;;
25.10.2019 17:00;06.июн;714.1;758.8;;54;Ветер, дующий с юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-2.1;;;;;;
25.10.2019 20:00;01.июл;713.4;758.8;;69;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;;9.0;;;2500 или более, или облаков нет.;;;10.0;-3.5;;;;;;
25.10.2019 23:00;0.9;711.7;757.1;;74;Ветер, дующий с юго-востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-3.3;;;;;;
26.10.2019 2:00;02.фев;710.5;755.6;;70;Ветер, дующий с востоко-юго-востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-2.8;;;;;;
26.10.2019 5:00;01.июл;709.6;754.9;;73;Ветер, дующий с востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-2.7;;;;;;
26.10.2019 8:00;01.июн;711.0;756.3;;80;Ветер, дующий с юго-запада;2;;;100%.; ;;;0.5;;;40%.;600-1000;;;10.0;-1.5;;;;;;
26.10.2019 11:00;02.июл;715.7;761.2;;59;Ветер, дующий с северо-запада;9;;;100%.; ;;;;;;40%.;1500-2000;;;10.0;-4.6;;;;;;
26.10.2019 14:00;02.авг;715.6;761.1;;40;Ветер, дующий с западо-северо-запада;4;;;70 – 80%.; ;;;;;;50%.;2500 или более, или облаков нет.;;;10.0;-9.5;;;;;;
26.10.2019 20:00;-3.0;712.0;758.2;;62;Ветер, дующий с востоко-северо-востока;3;;;100%.; ;;;;03.июл;;;2500 или более, или облаков нет.;;;10.0;-9.4;;;;;;
26.10.2019 23:00;-2.4;709.0;754.9;;62;Ветер, дующий с востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.8;;;;;;
27.10.2019 2:00;-4.1;707.4;753.4;;72;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.4;;;;;;
27.10.2019 5:00;-3.1;708.2;754.2;;73;Ветер, дующий с западо-северо-запада;6;;;100%.; ;;;;;;40%.;600-1000;;;10.0;-7.3;;;;;;
27.10.2019 8:00;-1.9;711.9;757.9;;63;Ветер, дующий с западо-северо-запада;7;;;100%.; ;;;;;;70 – 80%.;1000-1500;;;10.0;-8.0;;;;;;
27.10.2019 11:00;-0.6;715.6;761.5;;67;Ветер, дующий с северо-запада;9;;;100%.; ;;;;;;70 – 80%.;600-1000;;;10.0;-6.1;;;;;;
27.10.2019 14:00;01.апр;716.6;762.4;;44;Ветер, дующий с северо-запада;13;16;;100%.; ;;;;;;50%.;1000-1500;;;10.0;-9.6;;;;;;
27.10.2019 17:00;-0.6;717.8;763.9;;48;Ветер, дующий с северо-северо-запада;7;;;100%.; ;;;;;;20–30%.;1000-1500;;;10.0;-10.3;;;;;;
27.10.2019 20:00;-3.8;717.7;764.4;;62;Ветер, дующий с юга;2;;;100%.; ;;;;01.июл;;;2500 или более, или облаков нет.;;;10.0;-10.0;;;;;;
27.10.2019 23:00;-3.8;715.9;762.5;;68;Ветер, дующий с юго-востока;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-9.0;;;;;;
28.10.2019 2:00;-4.0;713.1;759.5;;70;Ветер, дующий с востока;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.8;;;;;;
28.10.2019 5:00;-2.3;711.2;757.3;;63;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.4;;;;;;
28.10.2019 8:00;-0.6;710.1;755.7;;66;Ветер, дующий с юго-юго-востока;6;;;100%.; ;;;-7.8;;;40%.;2500 или более, или облаков нет.;;;10.0;-6.2;;;;;;
28.10.2019 11:00;3.0;709.6;754.6;;61;Ветер, дующий с юго-востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-3.8;;;;;;
28.10.2019 14:00;09.апр;708.5;752.4;;41;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-3.3;;;;;;
28.10.2019 17:00;08.мар;708.7;752.7;;60;Ветер, дующий с юга;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;0.9;;;;;;
28.10.2019 20:00;05.янв;709.0;753.5;;58;Ветер, дующий с юго-востока;2;;;100%.; ;;;;11.авг;;;2500 или более, или облаков нет.;;;10.0;-2.5;;;;;;
28.10.2019 23:00;02.фев;708.1;753.1;;66;Ветер, дующий с юго-юго-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-3.5;;;;;;
29.10.2019 2:00;03.янв;707.2;752.0;;69;Ветер, дующий с юга;3;;;70 – 80%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-2.1;;;;;;
29.10.2019 5:00;1.0;706.8;751.9;;74;Ветер, дующий с востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-3.2;;;;;;
29.10.2019 8:00;0.4;708.5;753.8;;83;Ветер, дующий с востока;3;;;100%.; ;;;-0.5;;;20–30%.;1500-2000;;;10.0;-2.2;;;;;;
29.10.2019 11:00;06.янв;710.8;755.3;;71;Ветер, дующий с юга;5;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;01.янв;;;;;;
29.10.2019 14:00;12.янв;709.2;752.6;;39;Ветер, дующий с юго-востока;3;;;70 – 80%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-1.6;;;;;;
29.10.2019 17:00;11.сен;707.3;750.7;;41;Ветер, дующий с юго-юго-востока;5;;;100%.; ;;;;;;10%  или менее, но не 0;1500-2000;;;10.0;-1.1;;;;;;
29.10.2019 20:00;10.0;705.5;749.1;;40;Ветер, дующий с юга;4;;;100%.; ;;;;14.фев;;20–30%.;1500-2000;;;10.0;-3.1;;;;;;
29.10.2019 23:00;09.июл;705.7;749.2;;43;Ветер, дующий с юго-юго-востока;3;;;100%.; ;;;;;;20–30%.;1500-2000;;;10.0;-2.5;;;;;;
30.10.2019 2:00;10.янв;705.1;748.6;;44;Ветер, дующий с юга;4;;;100%.; ;;;;;;20–30%.;1500-2000;;;10.0;-1.6;;;;;;
30.10.2019 8:00;03.май;713.7;758.8;;95;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;03.май;;;100%.;1000-1500;;;10.0;02.июл;;;;;;
30.10.2019 11:00;04.авг;715.4;760.4;;92;Ветер, дующий с запада;4;;;100%.; ;;;;;;70 – 80%.;600-1000;;;10.0;03.июн;;;;;;
30.10.2019 14:00;05.янв;717.3;762.4;;76;Ветер, дующий с западо-северо-запада;7;11;;100%.; ;;;;;;60%.;1000-1500;;;10.0;01.янв;;;;;;
30.10.2019 17:00;04.май;719.5;764.8;;70;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;;50%.;1500-2000;;;10.0;-0.6;;;;;;
30.10.2019 20:00;03.фев;722.0;767.8;;53;Ветер, дующий с северо-запада;5;;;100%.; ;;;;05.апр;;40%.;2500 или более, или облаков нет.;;;10.0;-5.6;;;;;;
30.10.2019 23:00;01.авг;723.4;769.5;;58;Ветер, дующий с северо-запада;3;;;100%.; ;;;;;;40%.;2500 или более, или облаков нет.;;;10.0;-5.7;;;;;;
31.10.2019 2:00;0.9;723.3;769.5;;64;Ветер, дующий с юго-востока;1;;;100%.; ;;;;;;50%.;2500 или более, или облаков нет.;;;10.0;-5.2;;;;;;
31.10.2019 5:00;-0.7;722.8;769.3;;77;Ветер, дующий с востока;2;;;100%.; ;;;;;;50%.;1000-1500;;;10.0;-4.2;;;;;;
31.10.2019 8:00;-2.1;721.9;768.5;;65;Ветер, дующий с востока;3;;;100%.; ;;;-2.5;;;;2500 или более, или облаков нет.;;;10.0;-7.9;;;;;;
31.10.2019 11:00;04.июн;721.0;766.5;;44;Ветер, дующий с юго-востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-6.8;;;;;;
31.10.2019 14:00;08.мар;719.5;764.2;;48;Ветер, дующий с юго-юго-востока;5;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-2.3;;;;;;
31.10.2019 17:00;06.фев;719.2;764.2;;56;Ветер, дующий с юго-востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-2.0;;;;;;
31.10.2019 20:00;03.авг;719.8;765.3;;66;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;;08.апр;;;2500 или более, или облаков нет.;;;10.0;-2.1;;;;;;
31.10.2019 23:00;01.июн;720.1;766.0;;80;Ветер, дующий с юго-востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-1.6;;;;;;
01.11.2019 2:00;0.2;720.8;767.0;;87;Ветер, дующий с севера;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-1.7;;;;;;
01.11.2019 5:00;-2.8;721.4;768.1;;96;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-3.3;;;;;;
01.11.2019 11:00;0.6;722.1;768.2;;100;Ветер, дующий с юго-юго-востока;2;;;100%.; ;;;;;;100%.;50-100;;;0.6;0.6;;;;;;
01.11.2019 14:00;07.сен;720.3;765.1;;57;Ветер, дующий с востоко-юго-востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-0.1;;;;;;
01.11.2019 17:00;08.сен;719.0;763.6;;56;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;0.5;;;;;;
01.11.2019 20:00;04.май;718.9;764.2;;70;Ветер, дующий с юга;4;;;100%.; ;;;;11.фев;;;2500 или более, или облаков нет.;;;10.0;-0.6;;;;;;
01.11.2019 23:00;03.июл;719.0;764.5;;83;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;1.0;;;;;;
02.11.2019 2:00;02.сен;719.2;764.8;;88;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;01.янв;;;;;;
02.11.2019 5:00;01.авг;719.5;765.3;;93;Ветер, дующий с востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;0.8;;;;;;
02.11.2019 8:00;0.8;720.7;766.7;;98;Ветер, дующий с юго-востока;3;;;60%.; ;;;-0.4;;;;2500 или более, или облаков нет.;;;10.0;0.5;;;;;;
02.11.2019 11:00;05.май;721.1;766.3;;79;Ветер, дующий с юго-юго-востока;8;;;40%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;02.янв;;;;;;
02.11.2019 14:00;09.фев;720.7;765.4;;61;Ветер, дующий с юго-юго-востока;6;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;01.сен;;;;;;
02.11.2019 17:00;06.сен;720.4;765.4;;68;Ветер, дующий с юго-юго-востока;5;;;20–30%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;01.апр;;;;;;
02.11.2019 20:00;03.янв;721.2;766.9;;90;Ветер, дующий с юга;4;;;100%.; ;;;;09.май;;;2500 или более, или облаков нет.;;;10.0;01.июн;;;;;;
02.11.2019 23:00;01.сен;720.6;766.4;;97;Ветер, дующий с юга;5;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;01.май;;;;;;
03.11.2019 2:00;01.фев;719.8;765.7;;95;Ветер, дующий с юго-юго-востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;0.5;;;;;;
03.11.2019 5:00;1.0;718.7;764.6;;94;Ветер, дующий с юга;3;;;60%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;0.2;;;;;;
03.11.2019 8:00;3.0;719.1;764.6;;93;Ветер, дующий с юго-юго-запада;4;;;100%.; ;;;0.7;;;;2500 или более, или облаков нет.;;;10.0;01.сен;;;;;;
03.11.2019 11:00;01.мар;720.1;766.0;;100;Ветер, дующий с запада;5;;;100%.; ;;;;;;100%.;50-100;;;04.фев;01.мар;;;;;;
03.11.2019 14:00;02.авг;721.5;767.2;;95;Ветер, дующий с северо-запада;6;;;100%.; ;;;;;;100%.;200-300;;;10.0;2.0;;;;;;
03.11.2019 17:00;0.7;725.2;771.5;;99;Ветер, дующий с северо-запада;9;;;100%.; ;;;;;;100%.;200-300;;;10.0;0.5;;;;;;
03.11.2019 20:00;-0.8;728.8;775.7;;100;Ветер, дующий с северо-запада;10;13;;100%.; ;;;;03.июл;;100%.;100-200;;;02.мар;-0.8;;;;;;
03.11.2019 23:00;-1.7;730.9;778.1;;88;Ветер, дующий с северо-запада;8;;;100%.; ;;;;;;50%.;300-600;;;10.0;-3.5;;;;;;
04.11.2019 2:00;-3.3;732.4;779.9;;87;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;;40%.;600-1000;;;10.0;-5.2;;;;;;
04.11.2019 5:00;-3.3;733.4;781.0;;78;Ветер, дующий с северо-запада;5;;;100%.; ;;;;;;40%.;1500-2000;;;10.0;-6.7;;;;;;
04.11.2019 8:00;-4.8;734.1;782.1;;84;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;-4.9;;;20–30%.;2500 или более, или облаков нет.;;;10.0;-7.1;;;;;;
04.11.2019 11:00;-3.5;734.0;781.7;;72;Ветер, дующий с северо-запада;2;;;60%.; ;;;;;;40%.;300-600;;;10.0;-7.8;;;;;;
04.11.2019 14:00;-2.1;731.6;778.9;;62;Ветер, дующий с востока;1;;;70 – 80%.; ;;;;;;20–30%.;600-1000;;;10.0;-8.5;;;;;;
04.11.2019 17:00;-3.0;729.0;776.3;;72;Ветер, дующий с востока;3;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-7.4;;;;;;
04.11.2019 20:00;-5.3;726.7;774.2;;83;Ветер, дующий с востока;3;;;100%.; ;;;;-1.3;;;2500 или более, или облаков нет.;;;10.0;-7.7;;;;;;
04.11.2019 23:00;-7.0;723.7;771.4;;95;Ветер, дующий с востока;4;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-7.7;;;;;;
05.11.2019 2:00;-7.0;721.0;768.6;;91;Ветер, дующий с востоко-северо-востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.2;;;;;;
05.11.2019 5:00;-7.4;719.8;767.2;;93;Ветер, дующий с востока;2;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-8.3;;;;;;
05.11.2019 8:00;-7.9;720.4;768.1;;95;Ветер, дующий с западо-северо-запада;3;;;100%.; ;;;-9.1;;;;2500 или более, или облаков нет.;;;10.0;-8.6;;;;;;
05.11.2019 11:00;-4.3;722.1;769.2;;85;Ветер, дующий с запада;3;;;100%.; ;;;;;;70 – 80%.;300-600;;;10.0;-6.4;;;;;;
05.11.2019 14:00;-3.0;722.9;769.8;;81;Ветер, дующий с западо-северо-запада;4;;;100%.; ;;;;;;60%.;300-600;;;10.0;-5.8;;;;;;
05.11.2019 17:00;-3.1;723.9;770.8;;86;Ветер, дующий с северо-запада;4;;;100%.; ;;;;;;70 – 80%.;300-600;;;10.0;-5.1;;;;;;
05.11.2019 20:00;-3.3;725.7;772.9;;81;Ветер, дующий с севера;3;;;100%.; ;;;;-2.7;;100%.;300-600;;;10.0;-6.2;;;;;;
05.11.2019 23:00;-4.7;726.8;774.3;;85;Ветер, дующий с северо-запада;1;;;100%.; ;;;;;;;2500 или более, или облаков нет.;;;10.0;-6.9;;;;;;
06.11.2019 2:00;-8.0;727.0;775.0;;98;Ветер, дующий с востоко-северо-востока;2;;;70 – 80%.; ;;;;;;;2500 или более, или облаков нет.;;;03.апр;-8.2;;;;;;
06.11.2019 5:00;-10.4;726.7;775.2;;95;Ветер, дующий с востока;2;;;50%.; ;;;;;;40%.;50-100;;;10.0;-11.1;;;;;;
06.11.2019 8:00;-11.7;726.4;775.3;;92;Ветер, дующий с востоко-северо-востока;3;;;70 – 80%.; ;;;-12.0;;;;2500 или более, или облаков нет.;;;10.0;-12.7;;;;;;
